"","site","date","MeanT_Ambient","MeanT_Tire","MinT_Ambient","MinT_Tire","MeanD","MinD","snow_depth","snow_FAC","snow_FAC10","Location"
"955",14,2019-03-09,3.875,2.875,1,1,-1,0,14,"lesser",">100","Champaign-Urbana"
"956",14,2019-03-10,4.28571428571429,4.25,2,2,-0.0357142857142856,0,0,"none","none","Champaign-Urbana"
"957",14,2019-03-11,3.625,3.0625,0,0.5,-0.5625,0.5,0,"none","none","Champaign-Urbana"
"958",14,2019-03-12,3.9375,3.9375,-0.5,0,0,0.5,0,"none","none","Champaign-Urbana"
"959",14,2019-03-13,9.5625,9.5,5,5,-0.0625,0,0,"none","none","Champaign-Urbana"
"960",14,2019-03-14,14.125,13.5,10,9.5,-0.625,-0.5,0,"none","none","Champaign-Urbana"
"961",14,2019-03-15,4.875,5.375,2.5,3.5,0.5,1,0,"none","none","Champaign-Urbana"
"962",14,2019-03-16,3.6875,4.9375,-1,0,1.25,1,0,"none","none","Champaign-Urbana"
"963",14,2019-03-17,4.4375,5.25,1.5,2,0.8125,0.5,0,"none","none","Champaign-Urbana"
"964",14,2019-03-18,4.6875,5.4375,-0.5,0.5,0.75,1,0,"none","none","Champaign-Urbana"
"965",14,2019-03-19,5.6875,5.75,0.5,1,0.0625,0.5,0,"none","none","Champaign-Urbana"
"966",14,2019-03-20,6.3125,6.0625,4,4.5,-0.25,0.5,0,"none","none","Champaign-Urbana"
"967",14,2019-03-21,6.3125,6.0625,4,4.5,-0.25,0.5,0,"none","none","Champaign-Urbana"
"968",14,2019-03-22,6.1875,6.5625,2,2.5,0.375,0.5,0,"none","none","Champaign-Urbana"
"969",14,2019-03-23,4.875,5.5625,-0.5,0.5,0.6875,1,0,"none","none","Champaign-Urbana"
"970",14,2019-03-24,8.625,8.5,7,7,-0.125,0,0,"none","none","Champaign-Urbana"
"971",14,2019-03-25,7.0625,6.875,3.5,4,-0.1875,0.5,0,"none","none","Champaign-Urbana"
"972",14,2019-03-26,3.75,4.6875,-1,0,0.9375,1,0,"none","none","Champaign-Urbana"
"973",14,2019-03-27,7.3125,7.4375,0.5,1.5,0.125,1,0,"none","none","Champaign-Urbana"
"974",14,2019-03-28,12.1875,11.75,7.5,7.5,-0.4375,0,0,"none","none","Champaign-Urbana"
"975",14,2019-03-29,12.0625,11.375,10.5,10.5,-0.6875,0,0,"none","none","Champaign-Urbana"
"976",14,2019-03-30,7.3125,7.5625,3.5,4.5,0.25,1,0,"none","none","Champaign-Urbana"
"977",14,2019-03-31,1.5,3.0625,-2.5,0,1.5625,2.5,0,"none","none","Champaign-Urbana"
"978",14,2019-04-01,3.1875,4.1875,-1.5,-0.5,1,1,0,"none","none","Champaign-Urbana"
"979",14,2019-04-02,8.75,9,3.5,4,0.25,0.5,0,"none","none","Champaign-Urbana"
"980",14,2019-04-03,9.1875,9.5625,2.5,4.5,0.375,2,0,"none","none","Champaign-Urbana"
"981",14,2019-04-04,11.0625,10.625,8.5,8,-0.4375,-0.5,0,"none","none","Champaign-Urbana"
"982",14,2019-04-05,10.6875,10.25,7.5,7.5,-0.4375,0,0,"none","none","Champaign-Urbana"
"983",14,2019-04-06,13.8125,13.25,8.5,8.5,-0.5625,0,0,"none","none","Champaign-Urbana"
"984",14,2019-04-07,15.8125,15.1875,12,12,-0.625,0,0,"none","none","Champaign-Urbana"
"985",14,2019-04-08,18,16.625,14,13,-1.375,-1,0,"none","none","Champaign-Urbana"
"986",14,2019-04-09,16.8125,16,12.5,12.5,-0.8125,0,0,"none","none","Champaign-Urbana"
"987",14,2019-04-10,10.9375,11,6.5,7,0.0625,0.5,0,"none","none","Champaign-Urbana"
"988",14,2019-04-11,14.6875,14.4375,7.5,8,-0.25,0.5,0,"none","none","Champaign-Urbana"
"989",14,2019-04-12,12.625,13.25,7.5,8.5,0.625,1,0,"none","none","Champaign-Urbana"
"990",14,2019-04-13,9.5625,10.125,4.5,5.5,0.5625,1,0,"none","none","Champaign-Urbana"
"991",14,2019-04-14,4.8125,5.4375,2.5,3.5,0.625,1,0,"none","none","Champaign-Urbana"
"992",14,2019-04-15,10.375,11.75,1,2.5,1.375,1.5,0,"none","none","Champaign-Urbana"
"993",14,2019-04-16,21.5,21.3125,20.5,20,-0.1875,-0.5,0,"none","none","Champaign-Urbana"
"994",14,2019-04-17,20.25,20.1875,20,20,-0.0625,0,0,"none","none","Champaign-Urbana"
"995",14,2019-04-18,20.3125,20.25,20,20,-0.0625,0,0,"none","none","Champaign-Urbana"
"996",14,2019-04-19,21.1875,20.8125,20.5,20,-0.375,-0.5,0,"none","none","Champaign-Urbana"
"997",14,2019-04-20,20.0625,19.9375,19.5,19,-0.125,-0.5,0,"none","none","Champaign-Urbana"
"998",14,2019-04-21,19.375,19.0625,19,19,-0.3125,0,0,"none","none","Champaign-Urbana"
"999",14,2019-04-22,19.5,19.4375,19,19,-0.0625,0,0,"none","none","Champaign-Urbana"
"1000",14,2019-04-23,19.9375,19.875,19.5,19.5,-0.0625,0,0,"none","none","Champaign-Urbana"
"1001",14,2019-04-24,20.9375,20.9375,19.5,19.5,0,0,0,"none","none","Champaign-Urbana"
"1002",14,2019-04-25,22.1875,22.0625,21,21,-0.125,0,0,"none","none","Champaign-Urbana"
"1003",14,2019-04-26,22.5,22.375,21,21,-0.125,0,0,"none","none","Champaign-Urbana"
"1004",14,2019-04-27,22.5625,22.4375,22,22,-0.125,0,0,"none","none","Champaign-Urbana"
"1005",14,2019-04-28,22.4375,22.375,22,22,-0.0625,0,0,"none","none","Champaign-Urbana"
"1006",14,2019-04-29,22.9375,22.75,22,22,-0.1875,0,0,"none","none","Champaign-Urbana"
"1007",14,2019-04-30,23.25,23.0833333333333,22.5,22,-0.166666666666668,-0.5,0,"none","none","Champaign-Urbana"
"1008",15,2018-11-14,2.25,15.75,-7.5,-2.5,13.5,5,10,"lesser",">100","Champaign-Urbana"
"1009",15,2018-11-15,-1,-1,-2.5,-2.5,0,0,6,"lesser",">100","Champaign-Urbana"
"1010",15,2018-11-16,-0.0625,-0.5625,-4,-4,-0.5,0,54,"lesser",">100","Champaign-Urbana"
"1011",15,2018-11-17,1.75,1.625,-0.5,-0.5,-0.125,0,37,"lesser",">100","Champaign-Urbana"
"1012",15,2018-11-18,2.1875,2.4375,1.5,2,0.25,0.5,36,"lesser",">100","Champaign-Urbana"
"1013",15,2018-11-19,1.6875,1.875,0.5,0.5,0.1875,0,36,"lesser",">100","Champaign-Urbana"
"1014",15,2018-11-20,-0.25,0.25,-2.5,-3,0.5,-0.5,0,"none","none","Champaign-Urbana"
"1015",15,2018-11-21,1.25,0.8125,-2.5,-3,-0.4375,-0.5,0,"none","none","Champaign-Urbana"
"1016",15,2018-11-22,3.625,3.0625,-1.5,-1.5,-0.5625,0,0,"none","none","Champaign-Urbana"
"1017",15,2018-11-23,5.4375,5,2,2,-0.4375,0,0,"none","none","Champaign-Urbana"
"1018",15,2018-11-24,8.8125,8.5625,6,6,-0.25,0,0,"none","none","Champaign-Urbana"
"1019",15,2018-11-25,7.6875,7.125,4.5,4.5,-0.5625,0,0,"none","none","Champaign-Urbana"
"1020",15,2018-11-26,-0.875,0.3125,-4.5,-3.5,1.1875,1,0,"none","none","Champaign-Urbana"
"1021",15,2018-11-27,-6.0625,-5.5,-9,-7,0.5625,2,8,"lesser",">100","Champaign-Urbana"
"1022",15,2018-11-28,-4.375,-5.125,-8.5,-9,-0.75,-0.5,8,"lesser",">100","Champaign-Urbana"
"1023",15,2018-11-29,1.0625,0.625,-2,-2.5,-0.4375,-0.5,0,"none","none","Champaign-Urbana"
"1024",15,2018-11-30,3.4375,2.9375,-1,-1,-0.5,0,0,"none","none","Champaign-Urbana"
"1025",15,2018-12-01,9,7.5625,3,3,-1.4375,0,0,"none","none","Champaign-Urbana"
"1026",15,2018-12-02,6.25,6.75,3,3.5,0.5,0.5,0,"none","none","Champaign-Urbana"
"1027",15,2018-12-03,1.4375,1.5625,0,0.5,0.125,0.5,0,"none","none","Champaign-Urbana"
"1028",15,2018-12-04,-1.125,-0.875,-2,-1.5,0.25,0.5,8,"lesser",">100","Champaign-Urbana"
"1029",15,2018-12-05,-1.6875,-1.3125,-3.5,-3.5,0.375,0,18,"lesser",">100","Champaign-Urbana"
"1030",15,2018-12-06,-0.875,-0.75,-4,-3.5,0.125,0.5,15,"lesser",">100","Champaign-Urbana"
"1031",15,2018-12-07,-5.5625,-5.375,-9,-9,0.1875,0,31,"lesser",">100","Champaign-Urbana"
"1032",15,2018-12-08,-5.625,-5.5625,-8.5,-8.5,0.0625,0,27,"lesser",">100","Champaign-Urbana"
"1033",15,2018-12-09,-4.6875,-4.9375,-9.5,-9.5,-0.25,0,24,"lesser",">100","Champaign-Urbana"
"1034",15,2018-12-10,-5.375,-5.125,-9,-9,0.25,0,21,"lesser",">100","Champaign-Urbana"
"1035",15,2018-12-11,-0.5625,-1.5625,-5.5,-5.5,-1,0,1,"lesser",">100","Champaign-Urbana"
"1036",15,2018-12-12,3.4375,3.5625,0,1.5,0.125,1.5,0,"none","none","Champaign-Urbana"
"1037",15,2018-12-13,2.875,1.9375,-1.5,-2,-0.9375,-0.5,0,"none","none","Champaign-Urbana"
"1038",15,2018-12-14,6.3125,6.4375,4,5,0.125,1,0,"none","none","Champaign-Urbana"
"1039",15,2018-12-15,3.5,3.75,2,2,0.25,0,0,"none","none","Champaign-Urbana"
"1040",15,2018-12-16,3.375,3.3125,-1,-2,-0.0625,-1,0,"none","none","Champaign-Urbana"
"1041",15,2018-12-17,2.0625,2.1875,-0.5,-0.5,0.125,0,0,"none","none","Champaign-Urbana"
"1042",15,2018-12-18,1.0625,0.875,-3.5,-3.5,-0.1875,0,0,"none","none","Champaign-Urbana"
"1043",15,2018-12-19,5.0625,4.125,1,0.5,-0.9375,-0.5,0,"none","none","Champaign-Urbana"
"1044",15,2018-12-20,7.1875,7.3125,5,5.5,0.125,0.5,0,"none","none","Champaign-Urbana"
"1045",15,2018-12-21,1.625,2,-0.5,0,0.375,0.5,0,"none","none","Champaign-Urbana"
"1046",15,2018-12-22,1.8125,1.25,-1.5,-1.5,-0.5625,0,0,"none","none","Champaign-Urbana"
"1047",15,2018-12-23,0.9375,1.3125,-0.5,-1,0.375,-0.5,0,"none","none","Champaign-Urbana"
"1048",15,2018-12-24,0.1875,-0.1875,-4.5,-5,-0.375,-0.5,0,"none","none","Champaign-Urbana"
"1049",15,2018-12-25,3.75,3.9375,0.5,1.5,0.1875,1,0,"none","none","Champaign-Urbana"
"1050",15,2018-12-26,2.9375,2.1875,-1.5,-2,-0.75,-0.5,0,"none","none","Champaign-Urbana"
"1051",15,2018-12-27,6.875,6.375,4.5,4,-0.5,-0.5,0,"none","none","Champaign-Urbana"
"1052",15,2018-12-28,2.625,4.0625,-1.5,-1,1.4375,0.5,0,"none","none","Champaign-Urbana"
"1053",15,2018-12-29,-2.6875,-2.25,-4,-3.5,0.4375,0.5,0,"none","none","Champaign-Urbana"
"1054",15,2018-12-30,-1.9375,-2.375,-6.5,-6.5,-0.4375,0,0,"none","none","Champaign-Urbana"
"1055",15,2018-12-31,4.625,3.875,1.5,0,-0.75,-1.5,0,"none","none","Champaign-Urbana"
"1056",15,2019-01-01,1.6875,1.9375,0.5,1,0.25,0.5,0,"none","none","Champaign-Urbana"
"1057",15,2019-01-02,-0.5625,-0.3125,-2,-1.5,0.25,0.5,0,"none","none","Champaign-Urbana"
"1058",15,2019-01-03,-0.3125,-0.5625,-4,-4,-0.25,0,0,"none","none","Champaign-Urbana"
"1059",15,2019-01-04,0.8125,0.6875,-2.5,-2.5,-0.125,0,0,"none","none","Champaign-Urbana"
"1060",15,2019-01-05,4.875,4.0625,1,0,-0.8125,-1,0,"none","none","Champaign-Urbana"
"1061",15,2019-01-06,4.9375,4.5625,1.5,1,-0.375,-0.5,0,"none","none","Champaign-Urbana"
"1062",15,2019-01-07,9.875,9.1875,7.5,7,-0.6875,-0.5,0,"none","none","Champaign-Urbana"
"1063",15,2019-01-08,6.875,7.4375,4,4.5,0.5625,0.5,0,"none","none","Champaign-Urbana"
"1064",15,2019-01-09,-3.875,-2.75,-6.5,-6,1.125,0.5,0,"none","none","Champaign-Urbana"
"1065",15,2019-01-10,-5.4375,-5.3125,-8.5,-8.5,0.125,0,0,"none","none","Champaign-Urbana"
"1066",15,2019-01-11,-3.125,-3.5625,-6,-6,-0.4375,0,0,"none","none","Champaign-Urbana"
"1067",15,2019-01-12,-1.1875,-1.0625,-2,-2,0.125,0,8,"lesser",">100","Champaign-Urbana"
"1068",15,2019-01-13,-2.75,-1.75,-5.5,-3.5,1,2,125,"lesser",">200","Champaign-Urbana"
"1069",15,2019-01-14,-6.125,-5.3125,-9.5,-9,0.8125,0.5,111,"lesser",">200","Champaign-Urbana"
"1070",15,2019-01-15,-2.625,-2.6875,-3.5,-4,-0.0625,-0.5,115,"lesser",">200","Champaign-Urbana"
"1071",15,2019-01-16,0.0625,-0.3125,-0.5,-1.5,-0.375,-1,107,"lesser",">200","Champaign-Urbana"
"1072",15,2019-01-17,0.5,0.6875,-0.5,-0.5,0.1875,0,99,"lesser",">100","Champaign-Urbana"
"1073",15,2019-01-18,-0.1875,0.125,-1,-1,0.3125,0,117,"lesser",">200","Champaign-Urbana"
"1074",15,2019-01-19,-1.75,-1.0625,-4,-3.5,0.6875,0.5,85,"lesser",">100","Champaign-Urbana"
"1075",15,2019-01-20,-11.4375,-9.8125,-14.5,-13,1.625,1.5,196,"greater",">200","Champaign-Urbana"
"1076",15,2019-01-21,-11.0625,-10.9375,-16,-15,0.125,1,186,"lesser",">200","Champaign-Urbana"
"1077",15,2019-01-22,-3.0625,-4.125,-8.5,-8.5,-1.0625,0,92,"lesser",">100","Champaign-Urbana"
"1078",15,2019-01-23,-0.625,0,-6,-4.5,0.625,1.5,45,"lesser",">100","Champaign-Urbana"
"1079",15,2019-01-24,-8,-6.875,-11.5,-9.5,1.125,2,18,"lesser",">100","Champaign-Urbana"
"1080",15,2019-01-25,-11.875,-12.1875,-17,-17,-0.3125,0,17,"lesser",">100","Champaign-Urbana"
"1081",15,2019-01-26,-9.0625,-8.375,-16.5,-15,0.6875,1.5,23,"lesser",">100","Champaign-Urbana"
"1082",15,2019-01-27,-10.125,-8.875,-14.5,-14,1.25,0.5,25,"lesser",">100","Champaign-Urbana"
"1083",15,2019-01-28,-4.25,-3.6875,-11,-9.5,0.5625,1.5,24,"lesser",">100","Champaign-Urbana"
"1084",15,2019-01-29,-12.9375,-11.9375,-16.5,-15.5,1,1,47,"lesser",">100","Champaign-Urbana"
"1085",15,2019-01-30,-21.3125,-20.125,-26,-25,1.1875,1,43,"lesser",">100","Champaign-Urbana"
"1086",15,2019-01-31,-16.8125,-16.875,-22.5,-21.5,-0.0625,1,20,"lesser",">100","Champaign-Urbana"
"1087",15,2019-02-01,-7.5625,-6.8125,-11,-11,0.75,0,20,"lesser",">100","Champaign-Urbana"
"1088",15,2019-02-02,1,-0.3125,-6.5,-6,-1.3125,0.5,19,"lesser",">100","Champaign-Urbana"
"1089",15,2019-02-03,7.375,6.5625,5,4,-0.8125,-1,0,"none","none","Champaign-Urbana"
"1090",15,2019-02-04,8.125,8,1.5,4.5,-0.125,3,0,"none","none","Champaign-Urbana"
"1091",15,2019-02-05,-0.8125,-0.5625,-2.5,-2.5,0.25,0,0,"none","none","Champaign-Urbana"
"1092",15,2019-02-06,1.9375,1.75,1.5,1,-0.1875,-0.5,0,"none","none","Champaign-Urbana"
"1093",15,2019-02-07,2.9375,3.5625,-6.5,-3.5,0.625,3,0,"none","none","Champaign-Urbana"
"1094",15,2019-02-08,-9.6875,-8.375,-11.5,-11.5,1.3125,0,0,"none","none","Champaign-Urbana"
"1095",15,2019-02-09,-7.75,-7.8125,-13,-12.5,-0.0625,0.5,0,"none","none","Champaign-Urbana"
"1096",15,2019-02-10,-2.875,-3.25,-5,-5,-0.375,0,0,"none","none","Champaign-Urbana"
"1097",15,2019-02-11,0.1875,0,-0.5,-1,-0.1875,-0.5,43,"lesser",">100","Champaign-Urbana"
"1098",15,2019-02-12,-0.0625,0.125,-3,-2,0.1875,1,32,"lesser",">100","Champaign-Urbana"
"1099",15,2019-02-13,-3.5625,-3.75,-8,-8.5,-0.1875,-0.5,16,"lesser",">100","Champaign-Urbana"
"1100",15,2019-02-14,5.3125,4.1875,0.5,-0.5,-1.125,-1,12,"lesser",">100","Champaign-Urbana"
"1101",15,2019-02-15,-5.5625,-3.375,-8,-7.5,2.1875,0.5,0,"none","none","Champaign-Urbana"
"1102",15,2019-02-16,-4.25,-3.875,-9,-8.5,0.375,0.5,0,"none","none","Champaign-Urbana"
"1103",15,2019-02-17,-2.5,-2.5,-4,-3.5,0,0.5,0,"none","none","Champaign-Urbana"
"1104",15,2019-02-18,-2.8125,-2.3125,-4.5,-4,0.5,0.5,24,"lesser",">100","Champaign-Urbana"
"1105",15,2019-02-19,-2.25,-2.6875,-6.5,-6.5,-0.4375,0,22,"lesser",">100","Champaign-Urbana"
"1106",15,2019-02-20,1.1875,0.75,-1,-1,-0.4375,0,0,"none","none","Champaign-Urbana"
"1107",15,2019-02-21,1.125,1.0625,-1,-2,-0.0625,-1,0,"none","none","Champaign-Urbana"
"1108",15,2019-02-22,1.8125,1.3125,-2,-2.5,-0.5,-0.5,0,"none","none","Champaign-Urbana"
"1109",15,2019-02-23,5.25,4.125,2,1.5,-1.125,-0.5,0,"none","none","Champaign-Urbana"
"1110",15,2019-02-24,1.5625,2.9375,-4,-2.5,1.375,1.5,0,"none","none","Champaign-Urbana"
"1111",15,2019-02-25,-4.8125,-4.375,-10,-10,0.4375,0,0,"none","none","Champaign-Urbana"
"1112",15,2019-02-26,-0.4375,-0.1875,-4.5,-4.5,0.25,0,0,"none","none","Champaign-Urbana"
"1113",15,2019-02-27,-0.75,-0.25,-4,-2,0.5,2,0,"none","none","Champaign-Urbana"
"1114",15,2019-02-28,-3.75,-3.375,-7.5,-7.5,0.375,0,0,"none","none","Champaign-Urbana"
"1115",15,2019-03-01,0.4375,0.4375,-5,-5,0,0,0,"none","none","Champaign-Urbana"
"1116",15,2019-03-02,0.125,0.6875,-1,-1.5,0.5625,-0.5,0,"none","none","Champaign-Urbana"
"1117",15,2019-03-03,-4.6875,-3.0625,-10.5,-7.5,1.625,3,0,"none","none","Champaign-Urbana"
"1118",15,2019-03-04,-14,-13.0625,-18,-17.5,0.9375,0.5,34,"lesser",">100","Champaign-Urbana"
"1119",15,2019-03-05,-9.875,-9.6875,-14,-13.5,0.1875,0.5,29,"lesser",">100","Champaign-Urbana"
"1120",15,2019-03-06,-6.8125,-7.375,-13.5,-13.5,-0.5625,0,8,"lesser",">100","Champaign-Urbana"
"1121",15,2019-03-07,-3.4375,-3.25,-5.5,-5.5,0.1875,0,3,"lesser",">100","Champaign-Urbana"
"1122",15,2019-03-08,0.75,0.3125,-2.5,-2.5,-0.4375,0,5,"lesser",">100","Champaign-Urbana"
"1123",15,2019-03-09,3.1875,2.4375,1,0.5,-0.75,-0.5,5,"lesser",">100","Champaign-Urbana"
"1124",15,2019-03-10,3.35714285714286,4.0625,1,1,0.705357142857143,0,0,"none","none","Champaign-Urbana"
"1125",15,2019-03-11,3.0625,3,-1,-1,-0.0625,0,0,"none","none","Champaign-Urbana"
"1126",15,2019-03-12,2.5625,2.5,-2.5,-2.5,-0.0625,0,0,"none","none","Champaign-Urbana"
"1127",15,2019-03-13,8.9375,8.6875,4,4,-0.25,0,0,"none","none","Champaign-Urbana"
"1128",15,2019-03-14,13.25,13.25,9,8.5,0,-0.5,0,"none","none","Champaign-Urbana"
"1129",15,2019-03-15,3.875,3.875,1,1,0,0,0,"none","none","Champaign-Urbana"
"1130",15,2019-03-16,2.8125,3,-2,-2.5,0.1875,-0.5,0,"none","none","Champaign-Urbana"
"1131",15,2019-03-17,3.625,4.25,1,0.5,0.625,-0.5,0,"none","none","Champaign-Urbana"
"1132",15,2019-03-18,3.125,3.5625,-2,-2,0.4375,0,0,"none","none","Champaign-Urbana"
