Location,Number_Avg,Type,Date,Time,AMPM,Avg_Value,Unit
NWMAD,10,Tire,28-Feb-19,11:34,PM,-7,C
NWMAD,10,Tire,1-Mar-19,2:34,AM,-5,C
NWMAD,10,Tire,1-Mar-19,5:34,AM,-4.5,C
NWMAD,10,Tire,1-Mar-19,8:34,AM,-2,C
NWMAD,10,Tire,1-Mar-19,11:34,AM,6.5,C
NWMAD,10,Tire,1-Mar-19,2:34,PM,6.5,C
NWMAD,10,Tire,1-Mar-19,5:34,PM,1,C
NWMAD,10,Tire,1-Mar-19,8:34,PM,-2,C
NWMAD,10,Tire,1-Mar-19,11:34,PM,-1.5,C
NWMAD,10,Tire,2-Mar-19,2:34,AM,-2,C
NWMAD,10,Tire,2-Mar-19,5:34,AM,-2,C
NWMAD,10,Tire,2-Mar-19,8:34,AM,-0.5,C
NWMAD,10,Tire,2-Mar-19,11:34,AM,8.25,C
NWMAD,10,Tire,2-Mar-19,2:34,PM,9,C
NWMAD,10,Tire,2-Mar-19,5:34,PM,0,C
NWMAD,10,Tire,2-Mar-19,8:34,PM,-1.75,C
NWMAD,10,Tire,2-Mar-19,11:34,PM,-2.5,C
NWMAD,10,Tire,3-Mar-19,2:34,AM,-3.5,C
NWMAD,10,Tire,3-Mar-19,5:34,AM,-6,C
NWMAD,10,Tire,3-Mar-19,8:34,AM,-5,C
NWMAD,10,Tire,3-Mar-19,11:34,AM,0,C
NWMAD,10,Tire,3-Mar-19,2:34,PM,8.5,C
NWMAD,10,Tire,3-Mar-19,5:34,PM,-6,C
NWMAD,10,Tire,3-Mar-19,8:34,PM,-11.5,C
NWMAD,10,Tire,3-Mar-19,11:34,PM,-15,C
NWMAD,10,Tire,4-Mar-19,2:34,AM,-17.75,C
NWMAD,10,Tire,4-Mar-19,5:34,AM,-19,C
NWMAD,10,Tire,4-Mar-19,8:34,AM,-7,C
NWMAD,10,Tire,4-Mar-19,11:34,AM,8,C
NWMAD,10,Tire,4-Mar-19,2:34,PM,4.5,C
NWMAD,10,Tire,4-Mar-19,5:34,PM,-9,C
NWMAD,10,Tire,4-Mar-19,8:34,PM,-12.5,C
NWMAD,10,Tire,4-Mar-19,11:34,PM,-14,C
NWMAD,10,Tire,5-Mar-19,2:34,AM,-12.5,C
NWMAD,10,Tire,5-Mar-19,5:34,AM,-13,C
NWMAD,10,Tire,5-Mar-19,8:34,AM,-4.5,C
NWMAD,10,Tire,5-Mar-19,11:34,AM,12.75,C
NWMAD,10,Tire,5-Mar-19,2:34,PM,8.5,C
NWMAD,10,Tire,5-Mar-19,5:34,PM,-5.5,C
NWMAD,10,Tire,5-Mar-19,8:34,PM,-10.25,C
NWMAD,10,Tire,5-Mar-19,11:34,PM,-12,C
NWMAD,10,Tire,6-Mar-19,2:34,AM,-13.5,C
NWMAD,10,Tire,6-Mar-19,5:34,AM,-14.5,C
NWMAD,10,Tire,6-Mar-19,8:34,AM,1.5,C
NWMAD,10,Tire,6-Mar-19,11:34,AM,13.5,C
NWMAD,10,Tire,6-Mar-19,2:34,PM,10,C
NWMAD,10,Tire,6-Mar-19,5:34,PM,-1,C
NWMAD,10,Tire,6-Mar-19,8:34,PM,-4.5,C
NWMAD,10,Tire,6-Mar-19,11:34,PM,-7,C
NWMAD,10,Tire,7-Mar-19,2:34,AM,-9,C
NWMAD,10,Tire,7-Mar-19,5:34,AM,-11,C
NWMAD,10,Tire,7-Mar-19,8:34,AM,-3.5,C
NWMAD,10,Tire,7-Mar-19,11:34,AM,5,C
NWMAD,10,Tire,7-Mar-19,2:34,PM,3.5,C
NWMAD,10,Tire,7-Mar-19,5:34,PM,-2.75,C
NWMAD,10,Tire,7-Mar-19,8:34,PM,-7.5,C
NWMAD,10,Tire,7-Mar-19,11:34,PM,-9.5,C
NWMAD,10,Tire,8-Mar-19,2:34,AM,-7.5,C
NWMAD,10,Tire,8-Mar-19,5:34,AM,-5,C
NWMAD,10,Tire,8-Mar-19,8:34,AM,-1,C
NWMAD,10,Tire,8-Mar-19,11:34,AM,6.5,C
NWMAD,10,Tire,8-Mar-19,2:34,PM,13,C
NWMAD,10,Tire,8-Mar-19,5:34,PM,3,C
NWMAD,10,Tire,8-Mar-19,8:34,PM,-2.5,C
NWMAD,10,Tire,8-Mar-19,11:34,PM,-4.5,C
NWMAD,10,Tire,9-Mar-19,2:34,AM,-4,C
NWMAD,10,Tire,9-Mar-19,5:34,AM,-2,C
NWMAD,10,Tire,9-Mar-19,8:34,AM,2.5,C
NWMAD,10,Tire,9-Mar-19,11:34,AM,4.5,C
NWMAD,10,Tire,9-Mar-19,2:34,PM,2.5,C
NWMAD,10,Tire,9-Mar-19,5:34,PM,2,C
NWMAD,10,Tire,9-Mar-19,8:34,PM,3,C
NWMAD,10,Tire,9-Mar-19,11:34,PM,3.5,C
NWMAD,10,Tire,10-Mar-19,3:34,AM,1,C
NWMAD,10,Tire,10-Mar-19,6:34,AM,1.5,C
NWMAD,10,Tire,10-Mar-19,9:34,AM,1.75,C
NWMAD,10,Tire,10-Mar-19,12:34,PM,4,C
NWMAD,10,Tire,10-Mar-19,3:34,PM,5.5,C
NWMAD,10,Tire,10-Mar-19,6:34,PM,1,C
NWMAD,10,Tire,10-Mar-19,9:34,PM,-2.5,C
NWMAD,10,Tire,11-Mar-19,12:34,AM,-3.5,C
NWMAD,10,Tire,11-Mar-19,3:34,AM,-4.5,C
NWMAD,10,Tire,11-Mar-19,6:34,AM,-4,C
NWMAD,10,Tire,11-Mar-19,9:34,AM,0.5,C
NWMAD,10,Tire,11-Mar-19,12:34,PM,18,C
NWMAD,10,Tire,11-Mar-19,3:34,PM,20,C
NWMAD,10,Tire,11-Mar-19,6:34,PM,4.5,C
NWMAD,10,Tire,11-Mar-19,9:34,PM,-3.5,C
NWMAD,10,Tire,12-Mar-19,12:34,AM,-5,C
NWMAD,10,Tire,12-Mar-19,3:34,AM,-5.5,C
NWMAD,10,Tire,12-Mar-19,6:34,AM,-5.5,C
NWMAD,10,Tire,12-Mar-19,9:34,AM,10.75,C
NWMAD,10,Tire,12-Mar-19,12:34,PM,25,C
NWMAD,10,Tire,12-Mar-19,3:34,PM,20.5,C
NWMAD,10,Tire,12-Mar-19,6:34,PM,7,C
NWMAD,10,Tire,12-Mar-19,9:34,PM,5.5,C
NWMAD,10,Tire,13-Mar-19,12:34,AM,5.5,C
NWMAD,10,Tire,13-Mar-19,3:34,AM,3.5,C
NWMAD,10,Tire,13-Mar-19,6:34,AM,4,C
NWMAD,10,Tire,13-Mar-19,9:34,AM,6,C
NWMAD,10,Tire,13-Mar-19,12:34,PM,10.5,C
NWMAD,10,Tire,13-Mar-19,3:34,PM,13.5,C
NWMAD,10,Tire,13-Mar-19,6:34,PM,12.5,C
NWMAD,10,Tire,13-Mar-19,9:34,PM,12.5,C
NWMAD,10,Tire,14-Mar-19,12:34,AM,10.5,C
NWMAD,10,Tire,14-Mar-19,3:34,AM,11,C
NWMAD,10,Tire,14-Mar-19,6:34,AM,12,C
NWMAD,10,Tire,14-Mar-19,9:34,AM,13,C
NWMAD,10,Tire,14-Mar-19,12:34,PM,13.5,C
NWMAD,10,Tire,14-Mar-19,3:34,PM,19.5,C
NWMAD,10,Tire,14-Mar-19,6:34,PM,7,C
NWMAD,10,Tire,14-Mar-19,9:34,PM,4,C
NWMAD,10,Tire,15-Mar-19,12:34,AM,3.5,C
NWMAD,10,Tire,15-Mar-19,3:34,AM,2.5,C
NWMAD,10,Tire,15-Mar-19,6:34,AM,2.5,C
NWMAD,10,Tire,15-Mar-19,9:34,AM,3,C
NWMAD,10,Tire,15-Mar-19,12:34,PM,3,C
NWMAD,10,Tire,15-Mar-19,3:34,PM,4.5,C
NWMAD,10,Tire,15-Mar-19,6:34,PM,3.5,C
NWMAD,10,Tire,15-Mar-19,9:34,PM,0.5,C
NWMAD,10,Tire,16-Mar-19,12:34,AM,-2.5,C
NWMAD,10,Tire,16-Mar-19,3:34,AM,-3.5,C
NWMAD,10,Tire,16-Mar-19,6:34,AM,-4,C
NWMAD,10,Tire,16-Mar-19,9:34,AM,14,C
NWMAD,10,Tire,16-Mar-19,12:34,PM,25,C
NWMAD,10,Tire,16-Mar-19,3:34,PM,23,C
NWMAD,10,Tire,16-Mar-19,6:34,PM,6,C
NWMAD,10,Tire,16-Mar-19,9:34,PM,-1.5,C
NWMAD,10,Tire,17-Mar-19,12:34,AM,-4,C
NWMAD,10,Tire,17-Mar-19,3:34,AM,-4.5,C
NWMAD,10,Tire,17-Mar-19,6:34,AM,-2,C
NWMAD,10,Tire,17-Mar-19,9:34,AM,12.5,C
NWMAD,10,Tire,17-Mar-19,12:34,PM,28,C
NWMAD,10,Tire,17-Mar-19,3:34,PM,23.5,C
NWMAD,10,Tire,17-Mar-19,6:34,PM,7,C
NWMAD,10,Tire,17-Mar-19,9:34,PM,0.5,C
NWMAD,10,Tire,18-Mar-19,12:34,AM,0,C
NWMAD,10,Tire,18-Mar-19,3:34,AM,-3.5,C
NWMAD,10,Tire,18-Mar-19,6:34,AM,-4.5,C
NWMAD,10,Tire,18-Mar-19,9:34,AM,14.25,C
NWMAD,10,Tire,18-Mar-19,12:34,PM,25.75,C
NWMAD,10,Tire,18-Mar-19,3:34,PM,17,C
NWMAD,10,Tire,18-Mar-19,6:34,PM,7,C
NWMAD,10,Tire,18-Mar-19,9:34,PM,-1.5,C
NWMAD,10,Tire,19-Mar-19,12:34,AM,-2.5,C
NWMAD,10,Tire,19-Mar-19,3:34,AM,-3,C
NWMAD,10,Tire,19-Mar-19,6:34,AM,-4.5,C
NWMAD,10,Tire,19-Mar-19,9:34,AM,18,C
NWMAD,10,Tire,19-Mar-19,12:34,PM,32,C
NWMAD,10,Tire,19-Mar-19,3:34,PM,25.75,C
NWMAD,10,Tire,19-Mar-19,6:34,PM,11,C
NWMAD,10,Tire,19-Mar-19,9:34,PM,3,C
NWMAD,10,Tire,20-Mar-19,12:34,AM,3.5,C
NWMAD,10,Tire,20-Mar-19,3:34,AM,3.5,C
NWMAD,10,Tire,20-Mar-19,6:34,AM,4,C
NWMAD,10,Tire,20-Mar-19,9:34,AM,4.5,C
NWMAD,10,Tire,20-Mar-19,12:34,PM,5,C
NWMAD,10,Tire,20-Mar-19,3:34,PM,8,C
NWMAD,10,Tire,20-Mar-19,6:34,PM,7.5,C
NWMAD,10,Tire,20-Mar-19,9:34,PM,5,C
NWMAD,10,Tire,21-Mar-19,12:34,AM,3,C
NWMAD,10,Tire,21-Mar-19,3:34,AM,2.5,C
NWMAD,10,Tire,21-Mar-19,6:34,AM,2.5,C
NWMAD,10,Tire,21-Mar-19,9:34,AM,3.5,C
NWMAD,10,Tire,21-Mar-19,12:34,PM,8,C
NWMAD,10,Tire,21-Mar-19,3:34,PM,11.5,C
NWMAD,10,Tire,21-Mar-19,6:34,PM,7.5,C
NWMAD,10,Tire,21-Mar-19,9:34,PM,1.5,C
NWMAD,10,Tire,22-Mar-19,12:34,AM,1.5,C
NWMAD,10,Tire,22-Mar-19,3:34,AM,0.5,C
NWMAD,10,Tire,22-Mar-19,6:34,AM,-1.5,C
NWMAD,10,Tire,22-Mar-19,9:34,AM,18.75,C
NWMAD,10,Tire,22-Mar-19,12:34,PM,24.25,C
NWMAD,10,Tire,22-Mar-19,3:34,PM,18,C
NWMAD,10,Tire,22-Mar-19,6:34,PM,4.5,C
NWMAD,10,Tire,22-Mar-19,9:34,PM,-2,C
NWMAD,10,Tire,23-Mar-19,12:34,AM,-4.5,C
NWMAD,10,Tire,23-Mar-19,3:34,AM,-5.5,C
NWMAD,10,Tire,23-Mar-19,6:34,AM,-6,C
NWMAD,10,Tire,23-Mar-19,9:34,AM,17.75,C
NWMAD,10,Tire,23-Mar-19,12:34,PM,29.5,C
NWMAD,10,Tire,23-Mar-19,3:34,PM,26.25,C
NWMAD,10,Tire,23-Mar-19,6:34,PM,12.5,C
NWMAD,10,Tire,23-Mar-19,9:34,PM,4.25,C
NWMAD,10,Tire,24-Mar-19,12:34,AM,3.5,C
NWMAD,10,Tire,24-Mar-19,3:34,AM,4,C
NWMAD,10,Tire,24-Mar-19,6:34,AM,4.5,C
NWMAD,10,Tire,24-Mar-19,9:34,AM,7.5,C
NWMAD,10,Tire,24-Mar-19,12:34,PM,10,C
NWMAD,10,Tire,24-Mar-19,3:34,PM,10.5,C
NWMAD,10,Tire,24-Mar-19,6:34,PM,4.5,C
NWMAD,10,Tire,24-Mar-19,9:34,PM,1.5,C
NWMAD,10,Tire,25-Mar-19,12:34,AM,1,C
NWMAD,10,Tire,25-Mar-19,3:34,AM,1,C
NWMAD,10,Tire,25-Mar-19,6:34,AM,-0.5,C
NWMAD,10,Tire,25-Mar-19,9:34,AM,13.75,C
NWMAD,10,Tire,25-Mar-19,12:34,PM,22.5,C
NWMAD,10,Tire,25-Mar-19,3:34,PM,19.5,C
NWMAD,10,Tire,25-Mar-19,6:34,PM,4.5,C
NWMAD,10,Tire,25-Mar-19,9:34,PM,-3,C
NWMAD,10,Tire,26-Mar-19,12:34,AM,-5.5,C
NWMAD,10,Tire,26-Mar-19,3:34,AM,-6,C
NWMAD,10,Tire,26-Mar-19,6:34,AM,-7,C
NWMAD,10,Tire,26-Mar-19,9:34,AM,17.25,C
NWMAD,10,Tire,26-Mar-19,12:34,PM,28,C
NWMAD,10,Tire,26-Mar-19,3:34,PM,21,C
NWMAD,10,Tire,26-Mar-19,6:34,PM,7.5,C
NWMAD,10,Tire,26-Mar-19,9:34,PM,0,C
NWMAD,10,Tire,27-Mar-19,12:34,AM,-4.5,C
NWMAD,10,Tire,27-Mar-19,3:34,AM,-5.5,C
NWMAD,10,Tire,27-Mar-19,6:34,AM,-4.5,C
NWMAD,10,Tire,27-Mar-19,9:34,AM,18,C
NWMAD,10,Tire,27-Mar-19,12:34,PM,27,C
NWMAD,10,Tire,27-Mar-19,3:34,PM,23.5,C
NWMAD,10,Tire,27-Mar-19,6:34,PM,13.5,C
NWMAD,10,Tire,27-Mar-19,9:34,PM,10.5,C
NWMAD,10,Tire,28-Mar-19,12:34,AM,7.5,C
NWMAD,10,Tire,28-Mar-19,3:34,AM,8.5,C
NWMAD,10,Tire,28-Mar-19,6:34,AM,7,C
NWMAD,10,Tire,28-Mar-19,9:34,AM,21.5,C
NWMAD,10,Tire,28-Mar-19,12:34,PM,32,C
NWMAD,10,Tire,28-Mar-19,3:34,PM,21.75,C
NWMAD,10,Tire,28-Mar-19,6:34,PM,10,C
NWMAD,10,Tire,28-Mar-19,9:34,PM,6.5,C
NWMAD,10,Tire,29-Mar-19,12:34,AM,6.5,C
NWMAD,10,Tire,29-Mar-19,3:34,AM,5,C
NWMAD,10,Tire,29-Mar-19,6:34,AM,1,C
NWMAD,10,Tire,29-Mar-19,9:34,AM,21.75,C
NWMAD,10,Tire,29-Mar-19,12:34,PM,30,C
NWMAD,10,Tire,29-Mar-19,3:34,PM,22.75,C
NWMAD,10,Tire,29-Mar-19,6:34,PM,8,C
NWMAD,10,Tire,29-Mar-19,9:34,PM,5,C
NWMAD,10,Tire,30-Mar-19,12:34,AM,3,C
NWMAD,10,Tire,30-Mar-19,3:34,AM,3.5,C
NWMAD,10,Tire,30-Mar-19,6:34,AM,3.5,C
NWMAD,10,Tire,30-Mar-19,9:34,AM,6,C
NWMAD,10,Tire,30-Mar-19,12:34,PM,10,C
NWMAD,10,Tire,30-Mar-19,3:34,PM,6.5,C
NWMAD,10,Tire,30-Mar-19,6:34,PM,2.5,C
NWMAD,10,Tire,30-Mar-19,9:34,PM,-2,C
NWMAD,10,Tire,31-Mar-19,12:34,AM,-1.5,C
NWMAD,10,Tire,31-Mar-19,3:34,AM,-4.5,C
NWMAD,10,Tire,31-Mar-19,6:34,AM,-6.5,C
NWMAD,10,Tire,31-Mar-19,9:34,AM,14.25,C
NWMAD,10,Tire,31-Mar-19,12:34,PM,18.5,C
NWMAD,10,Tire,31-Mar-19,3:34,PM,18,C
NWMAD,10,Tire,31-Mar-19,6:34,PM,5.5,C
NWMAD,10,Tire,31-Mar-19,9:34,PM,-2.5,C
NWMAD,10,Tire,1-Apr-19,12:34,AM,-4,C
NWMAD,10,Tire,1-Apr-19,3:34,AM,-4.5,C
NWMAD,10,Tire,1-Apr-19,6:34,AM,-5,C
NWMAD,10,Tire,1-Apr-19,9:34,AM,5.5,C
NWMAD,10,Tire,1-Apr-19,12:34,PM,18,C
NWMAD,10,Tire,1-Apr-19,3:34,PM,19.25,C
NWMAD,10,Tire,1-Apr-19,6:34,PM,9,C
NWMAD,10,Tire,1-Apr-19,9:34,PM,5.5,C
NWMAD,10,Tire,2-Apr-19,12:34,AM,5,C
NWMAD,10,Tire,2-Apr-19,3:34,AM,3.5,C
NWMAD,10,Tire,2-Apr-19,6:34,AM,1.5,C
NWMAD,10,Tire,2-Apr-19,9:34,AM,19.75,C
NWMAD,10,Tire,2-Apr-19,12:34,PM,26,C
NWMAD,10,Tire,2-Apr-19,3:34,PM,14,C
NWMAD,10,Tire,2-Apr-19,6:34,PM,8.5,C
NWMAD,10,Tire,2-Apr-19,9:34,PM,2.5,C
NWMAD,10,Tire,3-Apr-19,12:34,AM,1.75,C
NWMAD,10,Tire,3-Apr-19,3:34,AM,1.5,C
NWMAD,10,Tire,3-Apr-19,6:34,AM,-2,C
NWMAD,10,Tire,3-Apr-19,9:34,AM,26,C
NWMAD,10,Tire,3-Apr-19,12:34,PM,34.5,C
NWMAD,10,Tire,3-Apr-19,3:34,PM,29.5,C
NWMAD,10,Tire,3-Apr-19,6:34,PM,14.75,C
NWMAD,10,Tire,3-Apr-19,9:34,PM,9.5,C
NWMAD,10,Tire,4-Apr-19,12:34,AM,8,C
NWMAD,10,Tire,4-Apr-19,3:34,AM,6.5,C
NWMAD,10,Tire,4-Apr-19,6:34,AM,5,C
NWMAD,10,Tire,4-Apr-19,9:34,AM,6.5,C
NWMAD,10,Tire,4-Apr-19,12:34,PM,7.25,C
NWMAD,10,Tire,4-Apr-19,3:34,PM,6,C
NWMAD,10,Tire,4-Apr-19,6:34,PM,5.5,C
NWMAD,10,Tire,4-Apr-19,9:34,PM,3.5,C
NWMAD,10,Tire,5-Apr-19,12:34,AM,3,C
NWMAD,10,Tire,5-Apr-19,3:34,AM,3.5,C
NWMAD,10,Tire,5-Apr-19,6:34,AM,3,C
NWMAD,10,Tire,5-Apr-19,9:34,AM,7.5,C
NWMAD,10,Tire,5-Apr-19,12:34,PM,14,C
NWMAD,10,Tire,5-Apr-19,3:34,PM,26.25,C
NWMAD,10,Tire,5-Apr-19,6:34,PM,13,C
NWMAD,10,Tire,5-Apr-19,9:34,PM,9,C
NWMAD,10,Tire,6-Apr-19,12:34,AM,4,C
NWMAD,10,Tire,6-Apr-19,3:34,AM,1.5,C
NWMAD,10,Tire,6-Apr-19,6:34,AM,1.5,C
NWMAD,10,Tire,6-Apr-19,9:34,AM,16,C
NWMAD,10,Tire,6-Apr-19,12:34,PM,24,C
NWMAD,10,Tire,6-Apr-19,3:34,PM,28.5,C
NWMAD,10,Tire,6-Apr-19,6:34,PM,15.5,C
NWMAD,10,Tire,6-Apr-19,9:34,PM,10,C
NWMAD,10,Tire,7-Apr-19,12:34,AM,6.5,C
NWMAD,10,Tire,7-Apr-19,3:34,AM,6,C
NWMAD,10,Tire,7-Apr-19,6:34,AM,6.5,C
NWMAD,10,Tire,7-Apr-19,9:34,AM,13.5,C
NWMAD,10,Tire,7-Apr-19,12:34,PM,19,C
NWMAD,10,Tire,7-Apr-19,3:34,PM,17.5,C
NWMAD,10,Tire,7-Apr-19,6:34,PM,17,C
NWMAD,10,Tire,7-Apr-19,9:34,PM,12.25,C
NWMAD,10,Tire,8-Apr-19,12:34,AM,10.5,C
NWMAD,10,Tire,8-Apr-19,3:34,AM,9.5,C
NWMAD,10,Tire,8-Apr-19,6:34,AM,7,C
NWMAD,10,Tire,8-Apr-19,9:34,AM,27.5,C
NWMAD,10,Tire,8-Apr-19,12:34,PM,40.75,C
NWMAD,10,Tire,8-Apr-19,3:34,PM,36.5,C
NWMAD,10,Tire,8-Apr-19,6:34,PM,22,C
NWMAD,10,Tire,8-Apr-19,9:34,PM,14,C
NWMAD,10,Tire,9-Apr-19,12:34,AM,13.5,C
NWMAD,10,Tire,9-Apr-19,3:34,AM,8,C
NWMAD,10,Tire,9-Apr-19,6:34,AM,3.5,C
NWMAD,10,Tire,9-Apr-19,9:34,AM,31.5,C
NWMAD,10,Tire,9-Apr-19,12:34,PM,35,C
NWMAD,10,Tire,9-Apr-19,3:34,PM,30.25,C
NWMAD,10,Tire,9-Apr-19,6:34,PM,17.5,C
NWMAD,10,Tire,9-Apr-19,9:34,PM,8.5,C
NWMAD,10,Tire,10-Apr-19,12:34,AM,3.5,C
NWMAD,10,Tire,10-Apr-19,3:34,AM,1,C
NWMAD,10,Tire,10-Apr-19,6:34,AM,2,C
NWMAD,10,Tire,10-Apr-19,9:34,AM,5.5,C
NWMAD,10,Tire,10-Apr-19,12:34,PM,7,C
NWMAD,10,Tire,10-Apr-19,3:34,PM,5,C
NWMAD,10,Tire,10-Apr-19,6:34,PM,3,C
NWMAD,10,Tire,10-Apr-19,9:34,PM,3,C
NWMAD,10,Tire,11-Apr-19,12:34,AM,2.5,C
NWMAD,10,Tire,11-Apr-19,3:34,AM,2.5,C
NWMAD,10,Tire,11-Apr-19,6:34,AM,2,C
NWMAD,10,Tire,11-Apr-19,9:34,AM,7,C
NWMAD,10,Tire,11-Apr-19,12:34,PM,14,C
NWMAD,10,Tire,11-Apr-19,3:34,PM,17,C
NWMAD,10,Tire,11-Apr-19,6:34,PM,10.5,C
NWMAD,10,Tire,11-Apr-19,9:34,PM,7.5,C
NWMAD,10,Tire,12-Apr-19,12:34,AM,7.5,C
NWMAD,10,Tire,12-Apr-19,3:34,AM,8,C
NWMAD,10,Tire,12-Apr-19,6:34,AM,4.5,C
NWMAD,10,Tire,12-Apr-19,9:34,AM,21.5,C
NWMAD,10,Tire,12-Apr-19,12:34,PM,24.5,C
NWMAD,10,Tire,12-Apr-19,3:34,PM,18.75,C
NWMAD,10,Tire,12-Apr-19,6:34,PM,9.5,C
NWMAD,10,Tire,12-Apr-19,9:34,PM,3.5,C
NWMAD,10,Tire,13-Apr-19,12:34,AM,1,C
NWMAD,10,Tire,13-Apr-19,3:34,AM,-0.5,C
NWMAD,10,Tire,13-Apr-19,6:34,AM,-1.5,C
NWMAD,10,Tire,13-Apr-19,9:34,AM,22,C
NWMAD,10,Tire,13-Apr-19,12:34,PM,30.5,C
NWMAD,10,Tire,13-Apr-19,3:34,PM,25.25,C
NWMAD,10,Tire,13-Apr-19,6:34,PM,12.5,C
NWMAD,10,Tire,13-Apr-19,9:34,PM,4.5,C
NWMAD,10,Tire,14-Apr-19,12:34,AM,3.75,C
NWMAD,10,Tire,14-Apr-19,3:34,AM,3,C
NWMAD,10,Tire,14-Apr-19,6:34,AM,3,C
NWMAD,10,Tire,14-Apr-19,9:34,AM,0.5,C
NWMAD,10,Tire,14-Apr-19,12:34,PM,1,C
NWMAD,10,Tire,14-Apr-19,3:34,PM,4.75,C
NWMAD,10,Tire,14-Apr-19,6:34,PM,1,C
NWMAD,10,Tire,14-Apr-19,9:34,PM,0,C
NWMAD,10,Tire,15-Apr-19,12:34,AM,0,C
NWMAD,10,Tire,15-Apr-19,3:34,AM,0,C
NWMAD,10,Tire,15-Apr-19,6:34,AM,-1.5,C
NWMAD,10,Tire,15-Apr-19,9:34,AM,22.5,C
NWMAD,10,Tire,15-Apr-19,12:34,PM,15.5,C
NWMAD,10,Tire,15-Apr-19,3:34,PM,18,C
NWMAD,10,Tire,15-Apr-19,6:34,PM,20.5,C
NWMAD,10,Tire,15-Apr-19,9:34,PM,21,C
NWMAD,10,Tire,16-Apr-19,12:34,AM,21.5,C
NWMAD,10,Tire,16-Apr-19,3:34,AM,21.5,C
NWMAD,10,Tire,16-Apr-19,6:34,AM,21.5,C
NWMAD,10,Tire,16-Apr-19,9:34,AM,21.75,C
NWMAD,10,Tire,16-Apr-19,12:34,PM,20.75,C
NWMAD,10,Tire,16-Apr-19,3:34,PM,20.5,C
NWMAD,10,Tire,16-Apr-19,6:34,PM,20.25,C
NWMAD,10,Tire,16-Apr-19,9:34,PM,20,C
NWMAD,10,Tire,17-Apr-19,12:34,AM,19.75,C
NWMAD,10,Tire,17-Apr-19,3:34,AM,19.5,C
NWMAD,10,Tire,17-Apr-19,6:34,AM,19.75,C
NWMAD,10,Tire,17-Apr-19,9:34,AM,20,C
NWMAD,10,Tire,17-Apr-19,12:34,PM,20,C
NWMAD,10,Tire,17-Apr-19,3:34,PM,20,C
NWMAD,10,Tire,17-Apr-19,6:34,PM,20,C
NWMAD,10,Tire,17-Apr-19,9:34,PM,20,C
NWMAD,10,Tire,18-Apr-19,12:34,AM,20,C
NWMAD,10,Tire,18-Apr-19,3:34,AM,19.75,C
NWMAD,10,Tire,18-Apr-19,6:34,AM,19.5,C
NWMAD,10,Tire,18-Apr-19,9:34,AM,20,C
NWMAD,10,Tire,18-Apr-19,12:34,PM,20.25,C
NWMAD,10,Tire,18-Apr-19,3:34,PM,20.5,C
NWMAD,10,Tire,18-Apr-19,6:34,PM,20.5,C
NWMAD,10,Tire,18-Apr-19,9:34,PM,20.25,C
NWMAD,10,Tire,19-Apr-19,12:34,AM,20.25,C
NWMAD,10,Tire,19-Apr-19,3:34,AM,20.5,C
NWMAD,10,Tire,19-Apr-19,6:34,AM,20.5,C
NWMAD,10,Tire,19-Apr-19,9:34,AM,20.5,C
NWMAD,10,Tire,19-Apr-19,12:34,PM,20.75,C
NWMAD,10,Tire,19-Apr-19,3:34,PM,20,C
NWMAD,10,Tire,19-Apr-19,6:34,PM,20,C
NWMAD,10,Tire,19-Apr-19,9:34,PM,19.5,C
NWMAD,10,Tire,20-Apr-19,12:34,AM,19.5,C
NWMAD,10,Tire,20-Apr-19,3:34,AM,19.5,C
NWMAD,10,Tire,20-Apr-19,6:34,AM,19.75,C
NWMAD,10,Tire,20-Apr-19,9:34,AM,20,C
NWMAD,10,Tire,20-Apr-19,12:34,PM,20,C
NWMAD,10,Tire,20-Apr-19,3:34,PM,19.5,C
NWMAD,10,Tire,20-Apr-19,6:34,PM,19,C
NWMAD,10,Tire,20-Apr-19,9:34,PM,19,C
NWMAD,10,Tire,21-Apr-19,12:34,AM,19,C
NWMAD,10,Tire,21-Apr-19,3:34,AM,19,C
NWMAD,10,Tire,21-Apr-19,6:34,AM,19,C
NWMAD,10,Tire,21-Apr-19,9:34,AM,19,C
NWMAD,10,Tire,21-Apr-19,12:34,PM,19,C
NWMAD,10,Tire,21-Apr-19,3:34,PM,19,C
NWMAD,10,Tire,21-Apr-19,6:34,PM,19,C
NWMAD,10,Tire,21-Apr-19,9:34,PM,19,C
NWMAD,10,Tire,22-Apr-19,12:34,AM,19,C
NWMAD,10,Tire,22-Apr-19,3:34,AM,19,C
NWMAD,10,Tire,22-Apr-19,6:34,AM,18.75,C
NWMAD,10,Tire,22-Apr-19,9:34,AM,19,C
NWMAD,10,Tire,22-Apr-19,12:34,PM,19.5,C
NWMAD,10,Tire,22-Apr-19,3:34,PM,19.5,C
NWMAD,10,Tire,22-Apr-19,6:34,PM,19.5,C
NWMAD,10,Tire,22-Apr-19,9:34,PM,19,C
NWMAD,10,Tire,23-Apr-19,12:34,AM,19,C
NWMAD,10,Tire,23-Apr-19,3:34,AM,19.5,C
NWMAD,10,Tire,23-Apr-19,6:34,AM,19.5,C
NWMAD,10,Tire,23-Apr-19,9:34,AM,20,C
NWMAD,10,Tire,23-Apr-19,12:34,PM,20,C
NWMAD,10,Tire,23-Apr-19,3:34,PM,19.5,C
NWMAD,10,Tire,23-Apr-19,6:34,PM,19.25,C
